imdb_title_id,title,year,genre,country,language,director,description,avg_vote,votes
tt0044100,Bride of Scarecrow,2018,Horror,UK,English,Louisa Warren,A failing radio host finds out she has inherited a farm house in Wales from a family she never knew she had. But what goes on the land is story in which people have gone missing every 20 years.,2.6,125
tt0044112,El Diesel,2018,Action,Egypt,Arabic,Karim El Sobky,"Badr the Diesel is a doppelganger who lives in a poor neighborhood. He meets Donia El Sayad, a famous movie star, whose assistant, Afaf, is Badr's Sister. When Afaf gets killed, he decides ...",4.6,295
tt0044120,Ang dalawang Mrs. Reyes,2018,Comedy,Philippines,"Filipino, Tagalog",Jun Lana,"After discovering their husbands have been having an affair with each other, two friends attempt to sabotage the relationship.",6.8,101
tt0044134,Ága,2018,Drama,"Bulgaria, Germany, France",Yakut,Milko Lazarov,"In a yurt on the snow-covered fields of the North, Nanook and Sedna live following the traditions of their ancestors. Alone in the wilderness, they look like the last people on Earth. ...",7.4,1021
tt0044140,The Great Pretender,2018,Drama,USA,"English, French",Nathan Silver,"The lives of a French theater director, her ex-boyfriend, and the two actors playing them intersect dramatically in this tangled and darkly funny roundelay set in the New York theater world.",5.6,140
tt0044186,Grass,2018,Drama,South Korea,Korean,Sang-soo Hong,"In a small Café, Min-hee Kim plays a guest who prefers to observe but not interact with the other guests herself.",6.7,892
tt0044191,Boudica: Rise of the Warrior Queen,2019,History,UK,English,Zoe Morgan,"Boudica is an innocent sixteen-year-old girl who is forced into an arranged marriage by her father, the leader of a Celtic Tribe. However, her mother is unsure, doing whatever it takes to protect her daughter.",2.9,118
tt0044192,The Turkey Bowl,2019,Comedy,USA,English,Greg Coolidge,"A 30-something urbanite is pulled back to his rural hometown by his high-school buddies on Thanksgiving to finish The Turkey Bowl, an epic football game against their crosstown rivals that was snowed out 15 years before.",5.7,889
tt0044335,Uqdat el-Khawagah,2018,Comedy,Egypt,Arabic,Peter Mimi,The story of a poor but ambitious man gets into a relationship with a daughter of a wealthy man.,4.9,102
tt0044336,Parigi è nostra,2019,Drama,France,French,Elisabeth Vogler,Anna misses the flight she should have taken to find Greg in Barcelona. The plane crashes.,4.6,1181
tt0044388,The Mentor,2020,Thriller,USA,English,Moez Solis,A wanna-be filmmaker persuades a reluctant film director into giving a mentorship when suddenly they are both kidnapped by an enigmatic gang.,4.2,113
tt0044398,Tinta Bruta,2018,Drama,"Brazil, Netherlands",Portuguese,"Filipe Matzembacher, Marcio Reolon","Set in Brazil's southern city of Porto Alegre, the film focuses on a socially repressed young man who only comes out of his shell during chatroom performances, when he strips and smears neon paints on his lithe body.",6.8,817
tt0044399,Ellen: Die storie van Ellen Pakkies,2018,Drama,South Africa,"Afrikaans, English",Daryne Joshua,Story of drug addiction and murder,7.9,106
tt0044410,Fabrizio de André - Principe Libero,2018,Biography,Italy,Italian,Luca Facchini,A biopic on the personal and artistic life of Italian songwriter Fabrizio De André.,6.7,556
tt0044436,Zomboyashchik,2018,Comedy,Russia,Russian,Konstantin Smirnov,The film is a collection of dozens of sketches that make fun of modern television.,2.9,198
tt0044441,Cleo,2019,Drama,Belgium,French,Eva Cools,Cleo is trying to pick her life back up after a devastating car crash which kills her parents. She is raised with her brother by their grandmother and meets an older guy in a night club who seems to understand the struggle she is in.,6.3,145
tt0044444,Disclosure,2020,Drama,Australia,English,Michael Bentham,"When a 4-year-old girl makes an allegation against the son of a politician, an attempt by the children's parents to resolve the situation soon degenerates into a vicious confrontation.",5.5,128
tt0044453,Ningyo no nemuru ie,2018,Drama,Japan,Japanese,Yukihiko Tsutsumi,Separated mother Kaoruko awaits the graduation of their daughter for the divorce proceedings to begin and subsequently be finalized. Tragedy strikes when the daughter will never graduate. She is comatose and brain dead due to an accident.,6.5,180
tt0044460,Black Snake: La légende du serpent noir,2019,Comedy,France,French,"Thomas N'Gijol, Karole Rocher","After years spent in Paris, Clotaire Sangala returns to his native country, Africa. Raised by a Chinese martial arts grandfather, convinced to have been found in a garbage can, Clotaire ...",4.6,247
tt0044488,La trinchera infinita,2019,Drama,"Spain, France, Canada",Spanish,"Aitor Arregi, Jon Garaño",1936. A country taken by the fascism. A husband marked for the killing. A wife determined to all for saving him. An endless incarceration in his own home.,7.2,3753
tt0044489,10 cose da fare prima di lasciarsi,2020,Romance,USA,English,Galt Niederhoffer,"After Abigail, a single mom of two, becomes pregnant following a one-night stand with Ben, the unlikely pair try to make a go of it.",4.7,486
tt0044490,Si saben cómo me pongo ¿pa' qué me invitan?,2018,Comedy,Colombia,Spanish,Fernando Ayllón,Four couples go to a retreat center to repair their damaged relationships.,4.8,182
tt0044504,KL Special Force,2018,Action,Malaysia,Malay,Syafiq Yusof,"Tells a story about a group of special police unit force lead by Roslan, who has been trying to bring down a robbery gang lead by a guy named Asyraff.",6.6,432
tt0044519,Armi chimiche,2019,Thriller,"Israel, Belgium, UK, Netherlands, Portugal","English, Arabic, Hebrew",Eran Riklis,"A young operative is sent on a mission to follow an older agent, whose behavior has come into question.",4.4,1238
tt0044521,Ibiza,2019,Comedy,"France, Belgium","French, Spanish",Arnaud Lemort,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",4.9,1265
tt0044538,Marilyn,2018,Drama,"Argentina, Chile",Spanish,Martín Rodríguez Redondo,"Marcos, a seventeen-year-old farm worker, discovers his sexuality in a hostile environment. Nicknamed Marilyn by other teenagers in town, he becomes the target both of human desire and ...",6.6,259
tt0044563,Who You Know,2019,Comedy,Canada,English,Jake Horowitz,"An aspiring screenwriter writes his most ambitious script to date by plotting out a rom-com relationship with the daughter of his screenwriting idol, all in hopes of meeting her legendary father and getting a leg up in showbiz.",4.2,111
tt0044566,El Príncipe,2019,Drama,"Chile, Argentina, Belgium",Spanish,Sebastián Muñoz,"A '70s-set homoerotic prison drama based on a low-circulated pulp novel, tracking the sexual, often-violent and eventually murderous experiences of 20-something narcissist Jaime.",6.4,507
tt0044585,Ya Veremos,2018,Drama,Mexico,Spanish,Pitipol Ybarra,Separated couple Rodrigo and Alejandra are required to see each other occasionally because they have joint custody of their son Santi. When they discover that Santi needs surgery to save ...,5.7,593
tt0044608,The Mountain,2018,Drama,USA,"English, French, German",Rick Alverson,"The story of a young man who, after losing his mother, goes to work with a doctor specializing in lobotomies and therapies.",5.5,1230
tt0044612,The Pastor and the Pro,2018,Comedy,USA,English,Matthew Wilson,"A young, single pastor needs a date quick for a big church dinner so he hires a prostitute to accompany him. But as she becomes more entangled in his life, her demands become more ...",4.9,183
tt0044619,Van Pao-te,2018,Drama,Taiwan,Mandarin,Ya-chuan Hsiao,"Van Pao-Te, who is now 60 years old, finds himself suffering from a serious illness, instead of getting treatment, he decides to go to Japan to look for his father who abandoned him 50 ...",6.4,267
tt0044626,Rou qing shi,2018,Drama,China,Chinese,Yang Mingming,"Girls Always Happy confronts the contemporary city life with a brand new perspective, and portrays with astonishing precision, the spectacle of mutual repulsion, hatred, and harm in a ...",6,111
tt0044630,Go Back to China,2019,Drama,"China, USA","English, Chinese",Emily Ting,"When spoiled rich girl Sasha Li blows through most of her trust fund, she is cut off by her father and forced to go back to China and work for the family toy business.",5.9,483
tt0044640,The Last Summer,2019,Comedy,USA,English,William Bindley,"Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",5.6,10392
tt0044656,Hibiscus & Ruthless,2018,Comedy,New Zealand,"English, Samoan",Stallone Vaiaoga-Ioasa,"""No Going Out and No Boyfriends"" - Hibiscus' obedience towards her Mum's rules is put to the test in her final year of University. As guys start to impress Hibiscus, she asks her childhood friend Ruth, to help keep her focused.",5.6,130
tt0044662,Mouthpiece,2018,Drama,Canada,English,Patricia Rozema,"Cassandra, who is portrayed by the two women, expresses the opposing voices that exist inside the modern woman's head, during a 48-hour period as she tries to organize the affairs for her mother's funeral.",6.2,241
tt0044681,The Farm,2018,Horror,USA,English,Hans Stjernswärd,A young couple gets kidnapped and treated like farm animals after stopping at a roadside diner to eat meat.,3.7,1869
tt0044687,Tuzdan Kaide,2018,Drama,Turkey,Turkish,Burak Cevik,"A reclusive woman in her thirties leads a life frozen in time in a cave-like room. In her rare trips to the city, she chats with an oarswoman haunted by the devils. She searches for her ...",5.3,144
tt0044698,I'll Take Your Dead,2018,Horror,Canada,English,Chad Archibald,"A farmer makes a living disposing of bodies. One day, 3 bodies are delivered - except the young woman is still alive. If set free, the gang'll come after him and his daughter.",5.7,2903
tt0044700,Pantham,2018,Action,India,Telugu,K. Chakravarthy Reddy,Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.,6.4,307
tt0044701,Kapalak Kizi,2018,Horror,Turkey,Turkish,"Fatih Gürler, Ramazan Özer",The film draws inspiration from the reality of a girl who works as a janitor at a village school in Giresun.,3.8,504
tt0044715,Rise of the Legend,2018,Biography,Malaysia,"Hokkien, Mandarin, Malay",Teng Bee,Badminton player turned celebrity decides to immortalize himself and share his achievements in winning silver twice in the Olympics badminton event.,7.2,253
tt0044716,Thousand Yard Stare,2018,War,Canada,English,Aaron Kurmey,"Returning home after fighting in Africa during World War II, a soldier with PTSD finds reintegrating with family life increasingly difficult as he relives the battle of Kasserine Pass.",3.8,194
tt0044734,70 Binladens,2018,Thriller,Spain,Spanish,Koldo Serra,A woman who tries recover her daughter becomes trapped in a bank assault.,5.9,780
tt0044741,Hey Ram Hamne Gandhi Ko maar Diya,2018,Drama,India,Hindi,Naeem Siddiqui,This movie is inspired by non-violence movements taken by Mahatma Gandhi (Mohan Das Karamchand Gandhi) during his struggle for Independent India from 1915 to 1947.,6.7,158
tt0044745,La Banda,2019,Drama,Spain,"Catalan, Spanish",Roberto Bueso,"Edu is a young musician who will have to temporarily abandon his monotonous life in dreary London to return to his hometown in Spain for his brother's wedding. After years away, a sense of ...",5.7,117
tt0044781,Reborn,2018,Horror,USA,English,Julian Richards,"A stillborn baby girl is abducted by a morgue attendant and brought back to life by electrokinetic power. On her 16th birthday, she escapes captivity and sets out to find her birth mother, leaving a trail of destruction behind her.",4.2,406
tt0044793,Sin Island,2018,Thriller,Philippines,"Tagalog, Filipino",Gino M. Santos,"After his wife seems to lose interest in him, a photographer travels to an exotic island where he meets a recently separated woman.",6.1,108
tt0044838,Pari,2018,Horror,Pakistan,Urdu,Syed Atif Ali,A man rescues a mysterious woman from the jungle.,4.5,133
tt0044864,Føniks,2018,Drama,Norway,Norwegian,Camilla Strøm Henriksen,"From a young age, Jill has acted as the responsible adult in her small family. She cares for her loving but mentally unstable mother and her younger brother. The news that their estranged ...",6.4,208
tt0044872,The Oscar Nominated Short Films 2018: Animation,2018,Animation,USA,English,,An exclusive feature-length presentation showcasing this year's Oscar award nominees for Best Animated Short Film.,7.5,161
tt0044883,Danur 2: Maddah,2018,Horror,Indonesia,Indonesian,Awi Suryadi,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,5.7,354
tt0044896,Rogue Warfare: The Hunt,2019,Action,USA,English,Mike Gunther,The next isorry of the Rogue trilogy; Daniel's been captured and it's up to the team to find him before it's too late.,3.1,337
tt0044905,Rogue Warfare 3: Death of a Nation,2020,Action,USA,English,Mike Gunther,The Black Mask Organization coordinates a twisted plot which will devastate the world within the next 36 hours.,3.2,162
tt0044913,Ms. Purple,2019,Drama,USA,English,Justin Chon,A young woman who works as a karaoke hostess in Koreatown reconnects with her estranged brother in the final days of their father's life.,6.1,445
tt0044938,Spiele mit Bart: The Movie feat. Night Trap,2018,Comedy,Germany,German,Gregor Kartsios,"As part of the ""Spiele mit Bart""-Youtube-Series Gregor and Simon look at one of the most infamous games of its time, but this time in the shape of a movie. Will they understand the public outcry of that time?",8.7,224
tt0044941,Dopo il matrimonio,2019,Drama,"USA, UK","English, Hindi",Bart Freundlich,A manager of an orphanage in Kolkata travels to New York to meet a benefactor.,6.3,4977
tt0044952,The Plagiarists,2019,Drama,USA,English,Peter Parlow,A young couple is shaken by a seemingly fraudulent yet unprovable act that strikes to the core of their cultural pretensions.,5.9,218
tt0044969,Basu Paribar,2019,Drama,India,Bengali,Suman Ghosh,Legendary figures of Indian cinema Aparna Sen and Soumitra Chatterjee head up the ensemble cast of this bittersweet tale of family ties and disillusionment. An elderly couple is celebrating...,5.9,148
tt0044970,Xquipi' Guie'dani,2018,Drama,Mexico,Spanish,Xavi Sala,"Guie'dani, a Zapotec indigenous girl and her mother take up work with an upper middle class family in Mexico City. The girl does not fit and is conflicting. Everything changes when she ...",7,122
tt0044977,Koli 2.0,2018,Crime,Bangladesh,Bengali,Abrar Athar,"When the brash son of a local mafia boss falls for the drug addicted troublemaker Koli, all hell breaks loose.",7.4,517
tt0044981,Peledu kalnas,2018,Drama,Lithuania,Lithuanian,Audrius Juzenas,"Radio Free Europe, BBC, and Voice of America can only rarely get through the Iron Curtain and Soviet mufflers to Lithuania, a country torn by a war between the local resistance movement and...",7.2,556
tt0044982,Zombiepura,2018,Comedy,Singapore,Mandarin,Jacen Tan,"When a mysterious virus breaks out in an isolated army camp, a lazy reservist soldier and his tough commander must work together to survive, and learn what it means to be real soldiers.",5.4,149
tt0044986,Zhenshchiny protiv muzhchin: Krymskie kanikuly,2018,Comedy,Russia,Russian,Leonid Margolin,"Three couples, who are also friends, decide to get divorced at the same time. Men want to celebrate their freedom and go on a vacation to Crimea. It seems to be a dream vacation - three ...",6.3,944
tt0045003,Baba Yaga: Terror of the Dark Forest,2020,Horror,Russia,Russian,"Svyatoslav Podgaevskiy, Nathalia Hencker","The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks ...",4.7,719
tt0045004,La pena máxima,2018,Comedy,"Colombia, Mexico",Spanish,Rodrigo Triana,"¿How far does a soccer fan go for his beloved national team? Mariano Cárdenas (Adrian Uribe), a married man and a civil servant, shows us that crossing the line when supporting the national...",3.5,239
tt0045016,Burn - Una notte d'inferno,2019,Thriller,USA,English,Mike Gan,"When a gas station is held at gunpoint by a desperate man in need of cash, a lonely and unstable gas station attendant, tired of being overshadowed by her more outgoing co-worker, finds an opportunity to make a connection with the robber.",5.7,2985
tt0045023,Nome di donna,2018,Drama,Italy,Italian,Marco Tullio Giordana,A single mother faces a culture of sexual harassment at her new workplace.,5.8,310
tt0045041,The Cleansing Hour,2019,Horror,USA,"English, Spanish",Damien LeVeck,"Another successful ""exorcism"" streamed online - or so it seems. Can the ""exorcist"", producer and their team bring the ratings up? Ratings skyrocket, when a real demon gets involved.",5.7,1304
tt0045056,Blood Vessel,2019,Horror,Australia,English,Justin Dix,"Somewhere in the North Atlantic, late 1945. A life raft adrift at sea, and in it, the survivors of a torpedoed hospital ship: With no food, water, or shelter, all seems lost - until an ...",5.2,583
tt0045067,Goli Soda 2,2018,Drama,India,Tamil,Vijay Milton,Three young friends struggle to make it big in the real world.,7.3,646
tt0045070,Seethakaathi,2018,Drama,India,Tamil,Balaji Tharaneetharan,"Seethakaathi is a story, that chronicles the journey of Ayya, a legendary stage performer. The film showcases how an artiste and his art are immortal.",7,719
tt0045081,Asura Guru,2020,Action,India,Tamil,A. Rajdeep,"Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",3.1,197
tt0045084,Gorilla,2019,Comedy,India,Tamil,Don Sandy,Three friends who need money to better their lives and a disillusioned farmer hatch a plan to rob a bank with a chimp as an accomplice.,4.6,223
tt0045086,Oru Pazhaya Bomb Kadha,2018,Comedy,India,Malayalam,Shafi,"Sreekuttan, a physically challenged young man, meets Shruthi after which he finds himself in the most challenging situation he has ever faced. Will he be able to come out of the situation or be overwhelmed by his physical inabilities?",5.4,265
tt0045091,Kamuki,2018,Romance,India,Malayalam,Binu S.,"Achaamma is forced to make a promise to her father; she would not elope and marry anyone like her elder sister. While she keeps her word for the longest time, she begins to stumble when she meets Hari, her fellow mate at her college.",4.2,207
tt0045098,Tony,2018,Thriller,India,Hindi,Vipul K. Rawal,"Four psychology students plant a camera in a church's confession box and come across a serial killer confessing to murder to the priest. Life takes a bizarre turn when they meet TONY, the serial killer and go on a murdering spree with him.",8.4,322
tt0045102,BROS. Last Call,2018,Comedy,USA,English,Don Tjernagel,"Comedy Matt is facing the inevitable ending of his youth, and is also alone on his weekly outing in his beloved hometown of Waterloo, Iowa. His best friend and main friend Tanner is now engaged and spending all his time with his fiance.",8.4,1044
tt0045106,Da xiang xi di er zuo,2018,Drama,China,Mandarin,Bo Hu,Four people in a Chinese city live through a complicated day as their lives intersect.,7.8,4481
tt0045112,Survive The Hollow Shoals,2018,Horror,USA,English,Jonathon Klimek,"Zach sets out into the wildness of the Georgia Shoals to prove his survival skills for 60 days. Before too long, finding clean water and sufficient scavenged food are the least of his ...",5.2,250
tt0045115,La Boda de la Abuela,2019,Comedy,Mexico,"Spanish, Portuguese, English",Javier Colinas,A grandmother marries a much younger man to the dismay of her relatives.,5.4,403
tt0045119,The Odds,2018,Horror,USA,English,Bob Giordano,"A young woman joins an underground game of pain endurance, hoping to win the prize; US$1 million. She soon discovers the game's rigged, and the real opponent is the man- a sadistic ...",4.7,805
tt0045173,Socrates,2018,Drama,Brazil,Portuguese,Alexandre Moratto,"After his mother's sudden death, Socrates, a 15-year-old living on the margins of São Paulo's coast, must survive on his own while coming to terms with his grief.",6.9,642
tt0045174,The Joke Thief,2018,Drama,Canada,English,Frank D'Angelo,The Joke Thief takes us on a journey of one man's last hurrah. Simon McCabe is a stand up comedian who has been making people laugh for 35 years. All his life he has been the life of the ...,6.1,3919
tt0045232,Demon Eye,2019,Horror,UK,English,Ryan Simons,"A young woman returns to her father's country house in the moors following his mysterious death and finds a cursed amulet, connected to local witchcraft. She unlocks two deadly demons, who haunt her.",3.3,428
tt0045235,Kunju Daivam,2018,Drama,India,Malayalam,Jeo Baby,"An ode to the age of innocence, Oru Kunju Daivam tells the story of a spirited boy and his little world full of miracles.",7.7,240
tt0045239,Uma,2018,Drama,India,Bengali,Srijit Mukherji,"The plot is based on true event surrounding the life and death of Evan Leversage, who lived in St George in Ontario, Canada.",7.3,945
tt0045243,Ojos negros,2019,Drama,Spain,Spanish,"Iván Alarcón, Ivet Castelo","""Paula, a thirteen year old girl, starts to experience certain complications in the relationships with her family and friends. In order to be with her ill grandmother, which she barely ...",6,138
tt0045247,Gulabjaam,2018,Comedy,India,Marathi,Sachin Kundalkar,Aditya is a young Maharashtrian man from London who comes to Pune to find a someone who would teach him traditional Maharashtrian cooking. His aim is to open a Marathi Gourmet Restaurant in...,8.2,339
tt0045248,Cracking Nuts,2018,Drama,Turkey,"Turkish, English",Tolgay Hiçyilmaz,As regards to forgive him ...Jesus already does it for all of us .,6.7,309
tt0045257,Time Jumpers,2018,Sci-Fi,USA,"English, Danish",Svend Ploug Johansen,"When a young man finds a time machine device, his life spins out of control.",4.6,494
tt0045265,Gypsy,2020,Drama,India,Tamil,Raju Murugan,A young man travels across India and learns about nation-wide politics. He then decides to do something about it.,6.5,485
tt0045274,House Owner,2019,Drama,India,Tamil,Lakshmi Ramakrishnan,"An elderly couple, a house wife and a retired army man, go through some unanticipated moments during a rainy season in Chennai.",6.3,105
tt0045281,Lakshmi,2018,Drama,India,"Tamil, Telugu",A.L. Vijay,A young girl dreams of winning the 'Pride of India Jr.' title in the National dance competition.,6.8,490
tt0045294,Chien de garde,2018,Drama,Canada,French,Sophie Dupuis,"JP and Vincent, two brothers from a dysfunctional family, get involved in their uncle's drug cartel. Things quickly start spiraling out of control for Vincent, the younger and more unstable of the two.",7.1,416
tt0045307,Sammohanam,2018,Romance,India,Telugu,Mohana Krishna Indraganti,"An unexpected encounter leads a cartoonist, who despises film actors, to fall in love with an actress.",7.6,1367
tt0045312,Aa Karaala Ratri,2018,Thriller,India,Kannada,Dayal Padmanabhan,"In an interior village deep in Karnataka, a fortune teller visits a poverty-stricken family and tells them that their fortune is going to change overnight. A mysterious traveller (played by...",7.9,537
tt0045330,"Garabandal, solo Dios lo sabe",2018,Drama,Spain,Spanish,Brian Alexander Jackson,"June 18, 1961. In a small village in Northern Spain, San Sebastián de Garabandal, four girls, Conchita, Jacinta, Mari Loli, and Mari Cruz, claim that St. Michael and the Virgin Mary have ...",5.9,124
tt0045357,Dügüm Salonu,2018,Comedy,Turkey,Turkish,Hakan Algül,"A groom kissed in front of a wedding room with a bride who had met and fell in love for years. Both of them are on the same day of marriage, while others in the same building are married in...",5.4,741
tt0045498,Words on Bathroom Walls,2020,Drama,USA,English,Thor Freudenthal,"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to not be defined by his condition.",7.1,225
tt0045505,Mamma a tutti i costi,2018,Thriller,USA,English,"Isak Borg, Dena Hysell-Cornejo","After finding the perfect surrogate to have their child, the happy couple quickly discovers their baby girl is in danger of being kidnapped when they discover the lengths the surrogate is willing to go to maintain her hold on the child.",4.6,193
tt0045507,Tut Yüregimden Anne,2018,Drama,Turkey,Turkish,"Burçin Aydin, Bülent Aydogan","Sibel, her autistic daughter Hazan, her husband Okan and her eldest son Yaman's try to live a happy life clinging. However, Sibel, her husband Okan and son Yaman's autistic girls are having...",4,149
tt0045534,O chyom govoryat muzhchiny. Prodolzhenie,2018,Comedy,Russia,Russian,Flyuza Farkhshatova,"This time Lesha, Slava, Kamil and Sasha go to St. Petersburg. And three of the four do not even know why they go there. But at some point it becomes clear that it does not matter - why. It is important that they go.",6.3,1182
tt0045554,Dio è donna e si chiama Petrunya,2019,Drama,"Republic of North Macedonia, Belgium, France, Croatia, Slovenia",Macedonian,Teona Strugar Mitevska,"A Macedonian woman throws herself into a traditionally men-only ceremony, kicking up a ruckus and standing her ground.",6.8,1488
tt0045621,Cici Babam,2018,Comedy,Turkey,Turkish,Meltem Bozoflu,"When three adult siblings who have lost their father get a step dad, things get out of hand. As the step dad tries to get himself accepted in the family, the three siblings who don't want ...",5.2,942
tt0045632,Asamblea,2019,Comedy,Spain,Spanish,Álex Montoya,A comical portrait of a social assembly that challenges progressive notions of participation.,6.3,121
tt0045633,Halef,2018,Drama,Turkey,Turkish,Murat Düzgünoglu,"Returning home to Adana to help his mother with the orange harvest, Mahir meets an unexpected guest: Halef, who believes he is the reincarnation of Mahir's long-dead older brother.",5.6,134
tt0045653,Assassin 33 A.D.,2020,Sci-Fi,USA,English,Jim Carroll,"While doing research , a group of young geniuses accidentally stumble upon a secret terrorist plot to create a time machine to go back in time and change history.",3.6,956
tt0045654,Dérive,2018,Drama,Canada,French,David Uloth,Andre has died under mysterious circumstances leaving behind his wife and two daughters who must now learn to grow together or risk being swept apart forever.,7.2,199
tt0045664,Benyamin Biang Kerok,2018,Comedy,Indonesia,Indonesian,Hanung Bramantyo,"Knowing that their headquarter and residential areas of Betawi suburbs will be evicted, Pengki (Reza Rahadian), Somad (Adjis Doaibu), and Achie (Aci Resti) sabotage illegal casinos in Jakarta.",2.9,213
tt0045665,Aalorukkam,2018,Drama,India,Malayalam,V C Abhilash,"Pappu Pisharadi, an aging man, is on a constant hunt for his son, who left him 16 years back, which is when he is brought to a hospital where he meets Dr. Seetha and Priyan, who promise to help him find his son.",6.6,104
tt0045672,UP There,2019,Drama,USA,English,"Michael Blaustein, Daniel Weingarten","When a down on his luck journalist finds himself with a less than ideal assignment in the Upper Peninsula of Michigan, he acquires the help of a local, who he soon discovers possesses the story that could jump start his career.",4.9,174
tt0045684,Vengo anch'io,2018,Comedy,Italy,Italian,"Maria Di Biase, Corrado Nuzzo",A guy with Asperger's syndrome and a woman just out of jail face a road trip with a man who wants to commit suicide.,6,193
tt0045693,Solum,2019,Thriller,Portugal,English,Diogo Morgado,"A reality show on an inhabited island where eight contestants must fight for their survival becomes more than it appears to be. Solum is not just a game -- it's a test, a selection process,...",4.2,317
tt0045698,Pelikanblut,2019,Drama,"Germany, Bulgaria",German,Katrin Gebbe,"A woman who trains police horses adopts her second child, a severely traumatised 5-year-old girl. When the girl shows violent and anti-social behaviour, her new mother becomes determined to help her.",5.7,197
tt0045712,Ring of Silence,2019,Drama,USA,English,Nicole Bowers Wallace,"When a young girl falls in love with a sweet and charming stranger, she soon finds out that her fairy tale doesn't lead to wonderland, but to a far more seedy underbelly of society.",8.6,496
tt0045730,Le choc du futur,2019,Drama,France,French,Marc Collin,The late 1970s arrival of electronic music to France is dealt with in the story of 24 hours in the life of a young woman composer in Paris.,6.1,181
tt0045735,Intensive Care,2018,Thriller,USA,English,Rod Roberts,"Dr. Hillary Spenser is known as ""The Angel of the East Wing""; However, a patient mistakes her compassion for adoration, fueling his obsession to do whatever it takes to fulfill his misguided vision of their future together.",5.1,163
tt0045737,Noah Land,2019,Drama,"Turkey, Germany, USA",Turkish,Cenk Ertürk,"Suffering through a mid-life crisis, Omer has to face the angry villagers in order to realize his estranged father's dying wish to be buried under the enshrined Noah Tree which his father claims to have planted half a century ago.",7.5,852
tt0045754,The Millennial Killer,2020,Horror,UK,English,Sam Mason-Bell,The step on the housing ladder becomes the first step on the path to hell,2.7,183
tt0045755,Reva,2018,Drama,India,"Gujarati, Hindi","Rahul Bhole, Vinit Kanojia","A 25-year-old Indian man who is brought up in the U.S. visits an ashram near the Narmada River in Gujarat, India to take his will.",8.4,538
tt0045765,Snu,2019,Romance,Portugal,"Portuguese, Danish, English",Patrícia Sequeira,The story about the romance of Snu Abecassis and the former Portuguese prime minister Sá Carneiro.,6.6,387
tt0045782,The Seven,2019,Horror,UK,English,Richard Colton,60 Years ago a group of Devil worshipers died in a mysterious fire which burnt their mansion down to the ground. Now years later a college stands on the site where the mansion once stood. ...,3.1,140
tt0045785,Larguées,2018,Comedy,France,French,Eloïse Lang,Two hard heads sisters bring their mother on vacation to help her recover from being dumped.,5.8,776
tt0045796,His Perfect Obsession,2018,Thriller,Canada,English,Alexandre Carrière,Allison Jones and her blind daughter Abigail return to Allison's childhood hometown after the death of Allison's beloved aunt. While mother and daughter are reeling from this tragic loss ...,5.3,170
tt0045807,Amar Akbar Anthony,2018,Action,India,Telugu,Sreenu Vaitla,A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.,4.3,884
tt0045808,Nota,2018,Drama,India,"Telugu, Tamil",Anand Shankar,A bachelor who is unaware of the political world is appointed a Chief Minister when his corrupt father retires.,6.4,2347
tt0045814,Happy Wedding,2018,Drama,India,Telugu,Lakshman Karya,"A simpleton guy Anand and a modern girl Akshara fall in love and decide to get married. However, their lives turn upside down when Akshara's past walks back in her life, making her have second thoughts on their wedding day.",4.3,104
tt0045826,Balam balam balam,2018,Comedy,South Korea,Korean,Byeong-heon Lee,A philandering cab driver makes a profound impression on his brother-in-law.,6.3,263
tt0045841,Mais vous êtes fous,2019,Drama,France,French,Audrey Diwan,"Roman loves Camille as much as he loves his two daughters. But he is hiding from all of them a serious problem of addiction, which could endanger his dearest. Does love have a chance to survive when trust is broken?",6.5,240
tt0045845,On the Ropes,2018,Action,Canada,English,James Mark,"Following the sudden death of their father, two brothers realize the greatest threat to their criminal empire might just be each other. A no-holds-barred battle for power ensues that threatens to destroy everything their old man built.",3.9,142
tt0045848,Last American Horror Show,2018,Horror,USA,English,Michael S. Rodriguez,"Three terrifying tales to keep you awake all night: Night of the Sea Monkey, Lamb Feed and Homewrecked - a trifecta of 80s throwback terror with mauling monsters, home invasions gone ...",4.4,292
tt0045854,Gon-ji-am,2018,Horror,South Korea,Korean,Beom-sik Jeong,The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.,6.2,4288
tt0045888,"Happy New Year, Colin Burstead",2018,Drama,UK,"English, German",Ben Wheatley,Colin hires a lavish country manor for his extended family to celebrate New Year. Unfortunately for Colin his position of power in the family is under serious threat from the arrival of his estranged brother David.,6.4,1293
